id,price
188533,18029.092996058927
188534,80986.37464603993
188535,62453.809918388935
188536,25071.381821728988
188537,29243.843587805
188538,17421.938994283773
188539,13189.86201668576
188540,41031.95694568404
188541,79192.72574826062
188542,32530.54971056409
188543,23659.35063311475
188544,14511.793399489121
188545,49488.780374864946
188546,119041.69210630521
188547,18598.04416584698
188548,111450.01631493015
188549,21003.92127199077
188550,9804.69556361868
188551,88741.18734972374
188552,55235.04339608787
188553,68675.05272856358
188554,22236.718435612987
188555,43055.95377745346
188556,17677.631403416228
188557,21206.03453029791
188558,90262.5164083035
188559,31398.031957457577
188560,12922.578603071997
188561,82391.78595418963
188562,26994.95164213138
188563,93001.51874828484
188564,55912.03998787189
188565,49869.77689828194
188566,29725.85760295952
188567,15044.034772886851
188568,40392.145183794644
188569,25482.871574106415
188570,16784.85197551488
188571,39114.922011765564
188572,95997.39737435589
188573,30367.420664753423
188574,32533.117539768482
188575,43162.7467662853
188576,33041.019253764905
188577,11775.057137855241
188578,33398.35374555463
188579,43933.71290272641
188580,40761.41849632119
188581,89557.88519198631
188582,22194.7169863346
188583,102459.53799308931
188584,30919.431457428545
188585,38086.9689126107
188586,32652.103282372773
188587,59357.35200009263
188588,26420.44642267706
188589,17061.910945991167
188590,22910.889588950937
188591,27093.808975194006
188592,37480.376358971334
188593,30860.230552000972
188594,75541.29703651016
188595,30624.48321286606
188596,58967.689500402645
188597,29354.187030586578
188598,25846.111746297836
188599,15983.157895636305
188600,62166.621066372136
188601,54050.52398335227
188602,32575.649994759617
188603,142522.5876976242
188604,11190.293761445471
188605,42725.90729145471
188606,36426.332969298746
188607,65241.72637297449
188608,17767.825580777928
188609,51062.07073750841
188610,45120.79544664413
188611,19765.077388001977
188612,77954.89749625488
188613,22577.112662070427
188614,25083.74731330268
188615,35779.94975095185
188616,89425.69371532374
188617,50517.155045771564
188618,23370.743962091714
188619,80292.4252273772
188620,18474.794506485832
188621,22748.406477425066
188622,87172.71687648387
188623,53403.62889204024
188624,39394.6290208239
188625,30526.217862132326
188626,16278.476294212462
188627,108461.19326328505
188628,93648.72008680429
188629,24932.439540532396
188630,24398.392364945314
188631,53994.55645402566
188632,49670.71337499085
188633,62531.11932391273
188634,10793.64102460919
188635,29342.53620289605
188636,47744.5287110123
188637,12308.567834444553
188638,34092.70940562226
188639,23393.697484000622
188640,12227.710154235512
188641,25716.407806973104
188642,13072.784345404767
188643,94379.32797076245
188644,94790.74351232739
188645,55464.39892725426
188646,9769.902200378801
188647,20701.12290052024
188648,26863.737333596375
188649,38640.94235162412
188650,98326.68355589474
188651,51931.396293335805
188652,65702.68194320698
188653,73949.42013300363
188654,16631.795515021367
188655,18345.944940855494
188656,28871.34186689787
188657,35983.47020808233
188658,9343.31504481379
188659,65285.02712629878
188660,10974.64389797463
188661,100755.49941321256
188662,12437.05342035971
188663,19327.87283118722
188664,80426.92322040688
188665,142170.5423884664
188666,28016.947941228686
188667,11146.299089501661
188668,19202.858626719455
188669,30455.43840036242
188670,65911.27286707249
188671,23361.549823163004
188672,23435.59719834736
188673,59745.97550376975
188674,14536.064067266969
188675,33034.86624743999
188676,46961.434756921255
188677,9272.760910977544
188678,35645.85861089239
188679,36068.71600165742
188680,76334.36776899779
188681,12254.385327039912
188682,14392.23364342023
188683,12904.354441051442
188684,73498.71767390112
188685,39735.50453921708
188686,103748.54748959345
188687,19654.976884082454
188688,37821.987947904956
188689,11863.83458985656
188690,40757.871119525145
188691,53070.33353074603
188692,35110.32807344915
188693,12786.151955933903
188694,14166.245150872728
188695,17453.49599140092
188696,83210.76946506558
188697,30344.200951747094
188698,17679.115792621706
188699,66482.02214960495
188700,115505.70630690709
188701,35653.29475140677
188702,14447.016663166603
188703,83484.01031479056
188704,49496.63052384898
188705,28383.704918000163
188706,105206.62683406411
188707,14839.186307654358
188708,15813.243153947471
188709,11876.818267964245
188710,19909.32327114715
188711,29299.648812158834
188712,47730.010489315995
188713,33215.226157869736
188714,25284.74111196963
188715,40177.22446672173
188716,83827.59990482734
188717,12953.092955671988
188718,17824.596181287456
188719,33527.38734065209
188720,16451.75013149444
188721,70576.38764615664
188722,62396.802025543424
188723,22069.95035389361
188724,26841.965439456373
188725,12240.967775331661
188726,43337.062359431424
188727,13861.402896472937
188728,48362.97221248645
188729,24279.54749603332
188730,62195.078702512634
188731,69990.49791802137
188732,36762.60578436565
188733,23246.94800359693
188734,12509.735173674748
188735,9247.437822633781
188736,13466.596231405714
188737,95856.39822192022
188738,66914.92474394488
188739,60513.13993474787
188740,77381.9692953569
188741,41369.90387899856
188742,23796.192371393798
188743,35119.93363660868
188744,82553.45765244545
188745,59332.95861011266
188746,39062.10184562209
188747,33842.91244287559
188748,24392.270047658567
188749,78902.21619832663
188750,9153.072882496152
188751,47583.05812709849
188752,106936.1343445071
188753,12928.39792749707
188754,51080.00485617749
188755,81010.90322516342
188756,34665.689627366206
188757,21179.094818943362
188758,11868.979430829644
188759,18677.483751417087
188760,12817.331809425428
188761,38298.45167442886
188762,54621.1221319459
188763,35022.106444585625
188764,14812.65329081451
188765,61494.75491496054
188766,31692.198456562608
188767,9234.129623886389
188768,33477.201894081685
188769,85288.14038695415
188770,46875.11838450204
188771,14052.129598603042
188772,8072.338628395218
188773,35950.19276725159
188774,50922.79945000273
188775,43420.33902827796
188776,12268.611650016985
188777,20726.31835411039
188778,24363.11864001998
188779,72521.80831879133
188780,55660.9330491524
188781,96656.82087415575
188782,18211.58665672217
188783,23295.74738907149
188784,48032.95559239525
188785,38666.60500325536
188786,35276.14205051167
188787,8846.555341393865
188788,24540.511803465037
188789,51265.354875155244
188790,17972.932451588327
188791,9716.949274883107
188792,70056.10616643896
188793,19206.030120681404
188794,12549.18897484383
188795,37728.68218907666
188796,26272.119312431263
188797,82078.70857350458
188798,22103.52950846571
188799,17551.033685691807
188800,52792.16458837399
188801,45640.654904704716
188802,26790.489729180677
188803,92668.60984800378
188804,12043.951537045145
188805,13347.653122220167
188806,83185.30853750271
188807,44606.46712552833
188808,62426.866957542676
188809,33329.42680664064
188810,23699.550914206204
188811,53810.656117896346
188812,21722.693670207027
188813,12426.923723922548
188814,43875.396765105375
188815,16709.282127599297
188816,40210.61402755894
188817,30752.030227664007
188818,37643.45225699771
188819,46575.149965820994
188820,53136.73078038162
188821,31900.453425031035
188822,20341.464966918695
188823,47123.83280163991
188824,11022.79292362671
188825,25097.843036439248
188826,9249.737469090385
188827,38955.75832008957
188828,31150.1607921045
188829,11163.1333555493
188830,53776.31296741913
188831,68893.26966688849
188832,10555.982656895943
188833,26070.741256808556
188834,26447.614338267944
188835,22205.56206571261
188836,39105.64720433236
188837,44482.55705182183
188838,14685.3690325975
188839,16484.928884170826
188840,26526.56289458055
188841,63630.4204616604
188842,16742.32285535463
188843,74004.35248394651
188844,36700.87111244534
188845,21916.286912668416
188846,34681.54951273068
188847,72760.02098977342
188848,17283.340893553024
188849,31236.65961694515
188850,76083.00981682884
188851,120544.52675369993
188852,79864.09814670363
188853,18249.415186047463
188854,20362.089153193425
188855,67561.96093219824
188856,105260.35197841076
188857,104970.93782582863
188858,50682.86157610758
188859,40097.61682170889
188860,8343.03111310897
188861,36315.24663436727
188862,101630.61793922128
188863,28091.504285879273
188864,27125.16314305303
188865,28859.693041085677
188866,49985.64403139934
188867,13733.76899193732
188868,156675.69492474908
188869,23690.15449842243
188870,9733.005802317464
188871,11565.545254483342
188872,32038.2738493199
188873,44879.1643780326
188874,33584.854920132006
188875,18794.626691301684
188876,26099.526740011897
188877,53410.831017281176
188878,78126.09038999485
188879,86574.9161193525
188880,39546.01005310588
188881,11010.112427700626
188882,52133.665371953466
188883,34446.89485663106
188884,96620.02446659372
188885,38247.40968623517
188886,52681.83939021302
188887,124935.02406613654
188888,146579.3709735334
